id,px,py,pz,length
732,6.421,21.746,-8.355,1.123
733,7.221,21.746,-8.351,1.150
734,8.021,21.746,-8.336,1.148
735,8.821,21.746,-8.298,1.098
736,10.421,21.746,-8.247,0.936
737,11.221,21.746,-8.254,0.837
738,12.021,21.746,-8.268,0.777
739,12.821,21.746,-8.290,0.814
740,13.621,21.746,-8.319,0.934
741,14.421,21.746,-8.328,1.053
742,15.221,21.746,-8.313,1.101
743,16.021,21.746,-8.279,1.060
744,16.821,21.746,-8.234,0.875
745,17.621,21.746,-8.193,0.799
746,18.421,21.746,-8.177,0.839
747,19.221,21.746,-8.206,0.921
748,20.021,21.746,-8.233,1.011
749,20.821,21.746,-8.236,1.053
750,21.621,21.746,-8.221,1.034
751,22.421,21.746,-8.203,0.998
752,23.221,21.746,-8.183,0.937
753,24.021,21.746,-8.153,0.857
754,24.821,21.746,-8.127,0.759
755,25.621,21.746,-8.097,0.656
756,26.421,21.746,-8.055,0.593
757,27.221,21.746,-8.018,0.605
758,28.021,21.746,-8.014,0.680
759,28.821,21.746,-8.049,0.770
760,29.621,21.746,-8.100,0.845
761,30.421,21.746,-8.143,0.917
762,31.221,21.746,-8.176,0.977
763,32.021,21.746,-8.208,0.992
764,32.821,21.746,-8.241,0.916
765,33.621,21.746,-8.271,0.762
766,34.421,21.746,-8.286,0.693
767,35.221,21.746,-8.269,0.755
768,36.021,21.746,-8.239,0.848
769,36.821,21.746,-8.162,0.803
770,37.621,21.746,-7.965,0.613
771,38.421,21.746,-7.787,0.338
772,39.221,21.746,-7.885,0.300
773,43.221,21.746,-8.191,0.900
774,44.021,21.746,-8.200,0.991
775,44.821,21.746,-8.220,0.837
776,48.021,21.746,-8.246,0.300
777,48.821,21.746,-8.258,0.982
778,49.621,21.746,-8.271,1.416
779,50.421,21.746,-8.281,1.588
780,51.221,21.746,-8.283,1.592
781,52.021,21.746,-8.278,1.582
782,52.821,21.746,-8.278,1.541
783,53.621,21.746,-8.255,1.384
784,54.421,21.746,-8.264,1.099
785,55.221,21.746,-8.273,0.851
786,56.021,21.746,-8.266,0.713
787,56.821,21.746,-8.254,0.682
788,57.621,21.746,-8.237,0.668
789,58.421,21.746,-8.217,0.629
790,59.221,21.746,-8.202,0.635
791,60.821,21.746,-8.201,0.823
792,61.621,21.746,-8.208,0.930
793,63.221,21.746,-8.210,0.938
794,64.021,21.746,-8.209,0.654
795,67.221,21.746,-8.201,0.390
796,68.021,21.746,-8.208,0.986
797,68.821,21.746,-8.219,1.410
798,69.621,21.746,-8.226,1.646
799,70.421,21.746,-8.221,1.798
800,71.221,21.746,-8.188,1.859
801,72.021,21.746,-8.095,1.737
802,72.821,21.746,-7.935,1.362
803,73.621,21.746,-7.772,0.836
804,75.221,21.746,-7.811,0.300
805,-0.379,22.546,-8.291,0.300
806,0.421,22.546,-8.355,0.300
807,1.221,22.546,-8.401,0.399
808,2.021,22.546,-8.472,0.672
809,2.821,22.546,-8.509,0.882
810,3.621,22.546,-8.505,0.976
811,4.421,22.546,-8.493,1.006
812,5.221,22.546,-8.463,1.005
813,6.021,22.546,-8.431,0.991
814,6.821,22.546,-8.446,1.018
815,7.621,22.546,-8.474,1.046
816,8.421,22.546,-8.490,1.045
817,9.221,22.546,-8.473,0.982
818,10.021,22.546,-8.446,0.889
819,10.821,22.546,-8.426,0.785
820,11.621,22.546,-8.417,0.709
821,12.421,22.546,-8.428,0.718
822,13.221,22.546,-8.468,0.821
823,14.021,22.546,-8.506,0.942
824,14.821,22.546,-8.505,0.987
825,15.621,22.546,-8.456,0.945
826,16.421,22.546,-8.414,0.839
827,17.221,22.546,-8.354,0.773
828,18.021,22.546,-8.276,0.710
829,18.821,22.546,-8.289,0.746
830,19.621,22.546,-8.320,0.814
831,20.421,22.546,-8.322,0.839
832,21.221,22.546,-8.302,0.812
833,22.021,22.546,-8.274,0.776
834,22.821,22.546,-8.249,0.757
835,23.621,22.546,-8.223,0.748
836,24.421,22.546,-8.192,0.737
837,25.221,22.546,-8.164,0.718
838,26.021,22.546,-8.142,0.705
839,26.821,22.546,-8.128,0.716
840,27.621,22.546,-8.120,0.753
841,28.421,22.546,-8.124,0.793
842,29.221,22.546,-8.141,0.804
843,30.021,22.546,-8.172,0.797
844,30.821,22.546,-8.208,0.786
845,31.621,22.546,-8.243,0.769
846,32.421,22.546,-8.272,0.747
847,33.221,22.546,-8.298,0.687
848,34.021,22.546,-8.325,0.666
849,34.821,22.546,-8.338,0.766
850,35.621,22.546,-8.321,0.845
851,36.421,22.546,-8.272,0.819
852,37.221,22.546,-8.158,0.709
853,38.021,22.546,-8.020,0.536
854,38.821,22.546,-7.982,0.300
855,42.821,22.546,-8.189,0.836
856,43.621,22.546,-8.179,1.115
857,44.421,22.546,-8.220,0.976
858,45.221,22.546,-8.243,0.725
859,48.421,22.546,-8.261,0.300
860,49.221,22.546,-8.271,0.979
861,50.021,22.546,-8.280,1.349
862,50.821,22.546,-8.283,1.485
863,51.621,22.546,-8.276,1.464
864,52.421,22.546,-8.260,1.389
865,53.221,22.546,-8.274,1.318
866,54.021,22.546,-8.286,1.143
867,54.821,22.546,-8.287,0.963
868,55.621,22.546,-8.277,0.831
869,56.421,22.546,-8.262,0.737
870,57.221,22.546,-8.246,0.739
871,58.021,22.546,-8.227,0.663
872,58.821,22.546,-8.205,0.625
873,59.621,22.546,-8.188,0.646
874,60.421,22.546,-8.186,0.727
875,61.221,22.546,-8.196,0.812
876,62.021,22.546,-8.208,0.926
877,62.821,22.546,-8.216,0.938
878,63.621,22.546,-8.218,0.658
879,64.421,22.546,-8.208,0.356
880,67.621,22.546,-8.196,0.875
881,68.421,22.546,-8.207,1.397
882,69.221,22.546,-8.218,1.663
883,70.021,22.546,-8.223,1.846
884,70.821,22.546,-8.214,1.963
885,71.621,22.546,-8.172,1.976
886,72.421,22.546,-8.078,1.792
887,73.221,22.546,-7.951,1.385
888,74.021,22.546,-7.862,0.887
889,74.821,22.546,-7.876,0.446
890,0.821,23.346,-8.811,0.349
891,1.621,23.346,-8.923,0.610
892,2.421,23.346,-8.920,0.777
893,3.221,23.346,-8.830,0.858
894,4.021,23.346,-8.741,0.888
895,4.821,23.346,-8.684,0.932
896,5.621,23.346,-8.564,0.882
897,6.421,23.346,-8.516,0.815
898,7.221,23.346,-8.621,0.870
899,8.021,23.346,-8.695,0.908
900,8.821,23.346,-8.707,0.881
901,9.621,23.346,-8.675,0.796
902,10.421,23.346,-8.630,0.696
903,12.821,23.346,-8.630,0.661
904,13.621,23.346,-8.675,0.755
905,14.421,23.346,-8.688,0.812
906,15.221,23.346,-8.651,0.806
907,16.021,23.346,-8.604,0.770
908,16.821,23.346,-8.583,0.755
909,17.621,23.346,-8.513,0.691
910,18.421,23.346,-8.464,0.654
911,19.221,23.346,-8.465,0.666
912,20.021,23.346,-8.460,0.658
913,20.821,23.346,-8.434,0.618
914,21.621,23.346,-8.396,0.567
915,22.421,23.346,-8.359,0.528
916,23.221,23.346,-8.327,0.523
917,24.021,23.346,-8.286,0.540
918,24.821,23.346,-8.237,0.561
919,25.621,23.346,-8.205,0.593
920,26.421,23.346,-8.191,0.637
921,27.221,23.346,-8.184,0.692
922,28.021,23.346,-8.175,0.748
923,28.821,23.346,-8.168,0.792
924,29.621,23.346,-8.180,0.797
925,30.421,23.346,-8.218,0.751
926,31.221,23.346,-8.265,0.672
927,32.021,23.346,-8.304,0.618
928,32.821,23.346,-8.332,0.638
929,33.621,23.346,-8.354,0.686
930,34.421,23.346,-8.374,0.806
931,35.221,23.346,-8.377,0.900
932,36.021,23.346,-8.359,0.871
933,36.821,23.346,-8.308,0.794
934,37.621,23.346,-8.228,0.686
935,38.421,23.346,-8.166,0.497
936,39.221,23.346,-8.157,0.300
937,42.421,23.346,-8.219,0.502
938,43.221,23.346,-8.207,1.072
939,44.021,23.346,-8.216,1.094
940,44.821,23.346,-8.242,0.873
941,45.621,23.346,-8.262,0.550
942,48.821,23.346,-8.279,0.300
943,49.621,23.346,-8.282,0.921
944,50.421,23.346,-8.281,1.205
945,51.221,23.346,-8.268,1.207
946,52.021,23.346,-8.220,1.079
947,52.821,23.346,-8.250,1.029
948,53.621,23.346,-8.281,0.975
949,54.421,23.346,-8.287,0.918
950,55.221,23.346,-8.279,0.860
951,56.021,23.346,-8.264,0.798
952,57.621,23.346,-8.234,0.708
953,58.421,23.346,-8.217,0.617
954,59.221,23.346,-8.200,0.587
955,60.821,23.346,-8.191,0.708
956,61.621,23.346,-8.203,0.798
957,63.221,23.346,-8.218,0.686
958,64.021,23.346,-8.210,0.343
959,67.221,23.346,-8.188,0.816
960,68.021,23.346,-8.194,1.392
961,68.821,23.346,-8.203,1.657
962,69.621,23.346,-8.213,1.841
963,70.421,23.346,-8.218,1.975
964,71.221,23.346,-8.212,2.046
965,72.021,23.346,-8.183,2.017
966,72.821,23.346,-8.128,1.803
967,73.621,23.346,-8.069,1.413
968,74.421,23.346,-8.051,0.975
969,75.221,23.346,-8.087,0.556
970,3.621,24.146,-9.185,0.817
971,4.421,24.146,-9.125,0.849
972,5.221,24.146,-9.022,0.867
973,6.821,24.146,-8.888,0.758
974,7.621,24.146,-8.942,0.756
975,8.421,24.146,-8.936,0.716
976,9.221,24.146,-8.925,0.671
977,10.021,24.146,-8.869,0.576
978,10.821,24.146,-8.808,0.482
979,11.621,24.146,-8.776,0.437
980,12.421,24.146,-8.782,0.455
981,13.221,24.146,-8.803,0.506
982,14.021,24.146,-8.829,0.574
983,14.821,24.146,-8.834,0.620
984,15.621,24.146,-8.820,0.639
985,16.421,24.146,-8.850,0.694
986,17.221,24.146,-8.792,0.655
987,18.021,24.146,-8.707,0.583
988,18.821,24.146,-8.665,0.544
989,19.621,24.146,-8.641,0.512
990,20.421,24.146,-8.613,0.470
991,21.221,24.146,-8.575,0.418
992,22.021,24.146,-8.532,0.368
993,22.821,24.146,-8.493,0.332
994,23.621,24.146,-8.447,0.311
995,24.421,24.146,-8.381,0.308
996,26.021,24.146,-8.294,0.390
997,26.821,24.146,-8.279,0.457
998,27.621,24.146,-8.259,0.521
999,28.421,24.146,-8.221,0.579
1000,29.221,24.146,-8.196,0.633
1001,30.021,24.146,-8.219,0.657
1002,30.821,24.146,-8.279,0.634
1003,31.621,24.146,-8.336,0.620
1004,32.421,24.146,-8.372,0.675
1005,33.221,24.146,-8.391,0.755
1006,34.021,24.146,-8.405,0.789
1007,34.821,24.146,-8.413,0.839
1008,35.621,24.146,-8.410,0.910
1009,36.421,24.146,-8.389,0.927
1010,37.221,24.146,-8.348,0.858
1011,38.021,24.146,-8.297,0.673
1012,38.821,24.146,-8.254,0.452
1013,42.821,24.146,-8.240,0.825
1014,43.621,24.146,-8.237,1.110
1015,44.421,24.146,-8.240,1.027
1016,45.221,24.146,-8.260,0.716
1017,49.221,24.146,-8.289,0.300
1018,50.021,24.146,-8.285,0.715
1019,50.821,24.146,-8.275,0.848
1020,51.621,24.146,-8.264,0.801
1021,52.421,24.146,-8.262,0.732
1022,53.221,24.146,-8.279,0.701
1023,54.021,24.146,-8.290,0.718
1024,54.821,24.146,-8.285,0.733
1025,55.621,24.146,-8.271,0.721
1026,56.421,24.146,-8.253,0.730
1027,57.221,24.146,-8.239,0.714
1028,58.021,24.146,-8.229,0.576
1029,58.821,24.146,-8.217,0.497
1030,60.421,24.146,-8.200,0.539
1031,61.221,24.146,-8.204,0.631
1032,62.021,24.146,-8.210,0.750
1033,62.821,24.146,-8.212,0.671
1034,63.621,24.146,-8.206,0.354
1035,66.821,24.146,-8.180,0.762
1036,67.621,24.146,-8.185,1.385
1037,68.421,24.146,-8.191,1.651
1038,69.221,24.146,-8.200,1.815
1039,70.021,24.146,-8.211,1.941
1040,70.821,24.146,-8.219,2.024
1041,71.621,24.146,-8.220,2.063
1042,72.421,24.146,-8.211,2.018
1043,73.221,24.146,-8.195,1.790
1044,74.021,24.146,-8.183,1.420
1045,74.821,24.146,-8.188,0.998
1046,75.621,24.146,-8.208,0.539
1047,81.221,24.146,-8.237,0.718
1048,82.021,24.146,-8.236,0.696
1049,7.221,24.946,-9.288,0.687
1050,8.021,24.946,-9.244,0.614
1051,8.821,24.946,-9.224,0.568
1052,9.621,24.946,-9.172,0.491
1053,10.421,24.946,-9.092,0.393
1054,12.021,24.946,-8.970,0.300
1055,12.821,24.946,-8.917,0.300
1056,13.621,24.946,-8.908,0.300
1057,14.421,24.946,-9.002,0.415
1058,15.221,24.946,-8.999,0.453
1059,16.021,24.946,-8.960,0.454
1060,16.821,24.946,-8.956,0.480
1061,17.621,24.946,-8.898,0.440
1062,18.421,24.946,-8.858,0.409
1063,19.221,24.946,-8.832,0.383
1064,20.021,24.946,-8.808,0.353
1065,20.821,24.946,-8.778,0.314
1066,21.621,24.946,-8.742,0.300
1067,22.421,24.946,-8.703,0.300
1068,23.221,24.946,-8.664,0.300
1069,24.021,24.946,-8.614,0.300
1070,24.821,24.946,-8.552,0.300
1071,25.621,24.946,-8.501,0.300
1072,26.421,24.946,-8.466,0.300
1073,27.221,24.946,-8.434,0.300
1074,28.021,24.946,-8.385,0.340
1075,28.821,24.946,-8.323,0.385
1076,29.621,24.946,-8.303,0.438
1077,30.421,24.946,-8.340,0.503
1078,31.221,24.946,-8.394,0.582
1079,32.021,24.946,-8.432,0.686
1080,32.821,24.946,-8.449,0.775
1081,33.621,24.946,-8.451,0.781
1082,34.421,24.946,-8.461,0.760
1083,35.221,24.946,-8.457,0.781
1084,36.021,24.946,-8.442,0.911
1085,36.821,24.946,-8.415,0.987
1086,37.621,24.946,-8.376,0.845
1087,38.421,24.946,-8.328,0.534
1088,42.421,24.946,-8.241,0.823
1089,43.221,24.946,-8.251,1.318
1090,44.021,24.946,-8.249,1.446
1091,44.821,24.946,-8.260,1.039
1092,45.621,24.946,-8.281,0.692
1093,54.421,24.946,-8.291,0.440
1094,55.221,24.946,-8.280,0.485
1095,56.021,24.946,-8.262,0.468
1096,56.821,24.946,-8.248,0.461
1097,57.621,24.946,-8.240,0.406
1098,58.421,24.946,-8.233,0.349
1099,59.221,24.946,-8.225,0.313
1100,60.021,24.946,-8.216,0.302
1101,60.821,24.946,-8.211,0.345
1102,61.621,24.946,-8.211,0.499
1103,62.421,24.946,-8.208,0.550
1104,63.221,24.946,-8.197,0.340
1105,66.421,24.946,-8.169,0.564
1106,67.221,24.946,-8.179,1.311
1107,68.021,24.946,-8.184,1.621
1108,68.821,24.946,-8.191,1.758
1109,69.621,24.946,-8.203,1.874
1110,70.421,24.946,-8.216,1.965
1111,71.221,24.946,-8.227,2.022
1112,72.021,24.946,-8.233,2.050
1113,72.821,24.946,-8.237,1.990
1114,73.621,24.946,-8.239,1.748
1115,74.421,24.946,-8.241,1.384
1116,75.221,24.946,-8.244,0.944
1117,76.021,24.946,-8.248,0.395
1118,80.021,24.946,-8.241,0.380
1119,80.821,24.946,-8.235,0.669
1120,81.621,24.946,-8.234,0.753
1121,82.421,24.946,-8.243,0.773
1122,83.221,24.946,-8.251,0.732
1123,11.621,25.746,-9.318,0.300
1124,12.421,25.746,-9.263,0.300
1125,13.221,25.746,-9.189,0.300
1126,14.021,25.746,-9.204,0.300
1127,14.821,25.746,-9.165,0.300
1128,15.621,25.746,-9.164,0.320
1129,16.421,25.746,-9.144,0.338
1130,17.221,25.746,-9.085,0.305
1131,18.021,25.746,-9.049,0.300
1132,18.821,25.746,-9.023,0.300
1133,19.621,25.746,-8.999,0.300
1134,20.421,25.746,-8.974,0.300
1135,21.221,25.746,-8.946,0.300
1136,22.021,25.746,-8.916,0.300
1137,22.821,25.746,-8.883,0.300
1138,23.621,25.746,-8.850,0.300
1139,24.421,25.746,-8.812,0.300
1140,25.221,25.746,-8.766,0.300
1141,26.021,25.746,-8.718,0.300
1142,26.821,25.746,-8.673,0.300
1143,27.621,25.746,-8.634,0.300
1144,28.421,25.746,-8.581,0.300
1145,29.221,25.746,-8.533,0.318
1146,30.021,25.746,-8.520,0.377
1147,30.821,25.746,-8.529,0.449
1148,31.621,25.746,-8.538,0.535
1149,32.421,25.746,-8.547,0.608
1150,33.221,25.746,-8.550,0.617
1151,34.021,25.746,-8.551,0.663
1152,34.821,25.746,-8.538,0.715
1153,35.621,25.746,-8.515,0.769
1154,36.421,25.746,-8.481,0.866
1155,37.221,25.746,-8.441,0.798
1156,38.021,25.746,-8.390,0.458
1157,38.821,25.746,-8.330,0.300
1158,42.021,25.746,-8.210,0.595
1159,42.821,25.746,-8.228,1.180
1160,43.621,25.746,-8.229,1.526
1161,44.421,25.746,-8.245,1.311
1162,45.221,25.746,-8.275,0.876
1163,46.021,25.746,-8.301,0.618
1164,61.221,25.746,-8.210,0.300
1165,62.021,25.746,-8.205,0.351
1166,62.821,25.746,-8.194,0.304
1167,66.821,25.746,-8.171,1.080
1168,67.621,25.746,-8.181,1.534
1169,68.421,25.746,-8.187,1.669
1170,69.221,25.746,-8.196,1.773
1171,70.021,25.746,-8.212,1.875
1172,70.821,25.746,-8.226,1.952
1173,71.621,25.746,-8.238,1.996
1174,72.421,25.746,-8.247,1.981
1175,73.221,25.746,-8.255,1.864
1176,74.021,25.746,-8.259,1.596
1177,74.821,25.746,-8.260,1.224
1178,75.621,25.746,-8.259,0.738
1179,76.421,25.746,-8.256,0.300
1180,80.421,25.746,-8.230,0.451
1181,81.221,25.746,-8.229,0.728
1182,82.021,25.746,-8.237,0.834
1183,82.821,25.746,-8.246,0.871
1184,83.621,25.746,-8.248,0.808
1185,84.421,25.746,-8.247,0.687
1186,15.221,26.546,-9.400,0.300
1187,16.021,26.546,-9.373,0.300
1188,16.821,26.546,-9.311,0.300
1189,17.621,26.546,-9.277,0.300
1190,18.421,26.546,-9.243,0.300
1191,19.221,26.546,-9.198,0.300
1192,20.021,26.546,-9.150,0.300
1193,20.821,26.546,-9.116,0.300
1194,21.621,26.546,-9.099,0.300
1195,22.421,26.546,-9.084,0.300
1196,23.221,26.546,-9.055,0.300
1197,24.021,26.546,-9.021,0.300
1198,24.821,26.546,-8.983,0.300
1199,25.621,26.546,-8.941,0.300
1200,26.421,26.546,-8.902,0.300
1201,27.221,26.546,-8.876,0.300
1202,28.021,26.546,-8.838,0.300
1203,28.821,26.546,-8.788,0.300
1204,29.621,26.546,-8.753,0.309
1205,30.421,26.546,-8.726,0.344
1206,31.221,26.546,-8.703,0.390
1207,32.021,26.546,-8.694,0.454
1208,32.821,26.546,-8.691,0.467
1209,33.621,26.546,-8.690,0.458
1210,34.421,26.546,-8.665,0.578
1211,35.221,26.546,-8.638,0.728
1212,36.021,26.546,-8.580,0.779
1213,36.821,26.546,-8.524,0.673
1214,37.621,26.546,-8.468,0.341
1215,38.421,26.546,-8.394,0.300
1216,42.421,26.546,-8.173,0.804
1217,43.221,26.546,-8.161,1.025
1218,44.021,26.546,-8.196,1.032
1219,44.821,26.546,-8.252,0.850
1220,45.621,26.546,-8.302,0.673
1221,46.421,26.546,-8.333,0.482
1222,66.421,26.546,-8.158,0.748
1223,67.221,26.546,-8.181,1.366
1224,68.021,26.546,-8.190,1.575
1225,68.821,26.546,-8.196,1.664
1226,69.621,26.546,-8.209,1.767
1227,70.421,26.546,-8.227,1.859
1228,71.221,26.546,-8.242,1.910
1229,72.021,26.546,-8.253,1.866
1230,72.821,26.546,-8.260,1.775
1231,73.621,26.546,-8.265,1.614
1232,74.421,26.546,-8.266,1.297
1233,75.221,26.546,-8.265,0.899
1234,76.021,26.546,-8.263,0.495
1235,76.821,26.546,-8.258,0.300
1236,80.821,26.546,-8.218,0.597
1237,81.621,26.546,-8.221,0.791
1238,82.421,26.546,-8.229,0.847
1239,83.221,26.546,-8.237,0.769
1240,84.021,26.546,-8.239,0.579
1241,84.821,26.546,-8.244,0.341
1242,0.421,27.346,-8.644,0.353
1243,1.221,27.346,-8.956,0.420
1244,2.021,27.346,-9.110,0.413
1245,2.821,27.346,-9.188,0.389
1246,3.621,27.346,-9.234,0.370
1247,18.821,27.346,-9.412,0.300
1248,19.621,27.346,-9.342,0.300
1249,22.821,27.346,-9.259,0.300
1250,23.621,27.346,-9.224,0.300
1251,24.421,27.346,-9.178,0.300
1252,25.221,27.346,-9.129,0.300
1253,26.021,27.346,-9.098,0.300
1254,26.821,27.346,-9.075,0.300
1255,27.621,27.346,-9.042,0.300
1256,28.421,27.346,-8.992,0.300
1257,29.221,27.346,-8.953,0.300
1258,30.021,27.346,-8.913,0.300
1259,30.821,27.346,-8.883,0.326
1260,31.621,27.346,-8.878,0.401
1261,32.421,27.346,-8.882,0.466
1262,33.221,27.346,-8.861,0.451
1263,34.021,27.346,-8.830,0.484
1264,34.821,27.346,-8.782,0.627
1265,35.621,27.346,-8.718,0.734
1266,36.421,27.346,-8.635,0.624
1267,37.221,27.346,-8.580,0.338
1268,38.021,27.346,-8.500,0.300
1269,42.021,27.346,-8.202,0.605
1270,42.821,27.346,-8.168,0.760
1271,44.421,27.346,-8.249,0.709
1272,45.221,27.346,-8.315,0.619
1273,46.021,27.346,-8.363,0.514
1274,46.821,27.346,-8.387,0.390
1275,47.621,27.346,-8.391,0.300
1276,48.421,27.346,-8.385,0.300
1277,49.221,27.346,-8.378,0.300
1278,66.021,27.346,-8.160,0.607
1279,66.821,27.346,-8.186,1.181
1280,67.621,27.346,-8.200,1.471
1281,68.421,27.346,-8.205,1.568
1282,69.221,27.346,-8.211,1.660
1283,70.021,27.346,-8.226,1.750
1284,70.821,27.346,-8.247,1.812
1285,71.621,27.346,-8.262,1.757
1286,72.421,27.346,-8.266,1.628
1287,73.221,27.346,-8.266,1.476
1288,74.021,27.346,-8.266,1.233
1289,74.821,27.346,-8.269,0.953
1290,75.621,27.346,-8.270,0.699
1291,76.421,27.346,-8.268,0.444
1292,77.221,27.346,-8.258,0.300
1293,80.421,27.346,-8.207,0.356
1294,81.221,27.346,-8.205,0.613
1295,82.021,27.346,-8.210,0.679
1296,82.821,27.346,-8.219,0.583
1297,83.621,27.346,-8.228,0.355
1298,-1.579,28.146,-7.916,0.300
1299,-0.779,28.146,-8.023,0.300
1300,0.821,28.146,-8.577,0.516
1301,1.621,28.146,-8.769,0.524
1302,2.421,28.146,-8.921,0.555
1303,3.221,28.146,-8.985,0.556
1304,4.021,28.146,-8.998,0.542
1305,4.821,28.146,-8.977,0.500
1306,5.621,28.146,-8.981,0.407
1307,6.421,28.146,-9.060,0.366
1308,7.221,28.146,-9.202,0.366
1309,23.221,28.146,-9.440,0.300
1310,24.021,28.146,-9.408,0.300
1311,24.821,28.146,-9.379,0.300
1312,25.621,28.146,-9.350,0.300
1313,26.421,28.146,-9.315,0.300
1314,27.221,28.146,-9.225,0.300
1315,28.021,28.146,-9.181,0.300
1316,28.821,28.146,-9.152,0.300
1317,29.621,28.146,-9.090,0.300
1318,30.421,28.146,-9.037,0.300
1319,31.221,28.146,-9.038,0.317
1320,32.021,28.146,-9.062,0.436
1321,32.821,28.146,-9.028,0.468
1322,33.621,28.146,-9.002,0.528
1323,34.421,28.146,-8.925,0.575
1324,35.221,28.146,-8.893,0.676
1325,36.021,28.146,-8.800,0.594
1326,36.821,28.146,-8.748,0.355
1327,37.621,28.146,-8.698,0.300
1328,41.621,28.146,-8.353,0.486
1329,42.421,28.146,-8.313,0.659
1330,43.221,28.146,-8.298,0.641
1331,44.021,28.146,-8.327,0.584
1332,44.821,28.146,-8.379,0.527
1333,45.621,28.146,-8.427,0.482
1334,46.421,28.146,-8.457,0.407
1335,47.221,28.146,-8.465,0.308
1336,48.021,28.146,-8.458,0.300
1337,48.821,28.146,-8.446,0.300
1338,49.621,28.146,-8.434,0.300
1339,50.421,28.146,-8.396,0.300
1340,51.221,28.146,-8.338,0.300
1341,52.021,28.146,-8.325,0.300
1342,52.821,28.146,-8.363,0.300
1343,53.621,28.146,-8.405,0.300
1344,54.421,28.146,-8.420,0.300
1345,55.221,28.146,-8.401,0.300
1346,65.621,28.146,-8.194,0.679
1347,66.421,28.146,-8.210,1.076
1348,67.221,28.146,-8.222,1.362
1349,68.021,28.146,-8.225,1.477
1350,68.821,28.146,-8.225,1.559
1351,69.621,28.146,-8.230,1.637
1352,70.421,28.146,-8.248,1.704
1353,71.221,28.146,-8.268,1.675
1354,72.021,28.146,-8.275,1.534
1355,72.821,28.146,-8.271,1.324
1356,73.621,28.146,-8.266,1.116
1357,74.421,28.146,-8.269,0.952
1358,75.221,28.146,-8.276,0.831
1359,76.021,28.146,-8.277,0.710
1360,76.821,28.146,-8.268,0.505
1361,80.821,28.146,-8.191,0.368
1362,81.621,28.146,-8.196,0.424
1363,82.421,28.146,-8.204,0.300
1364,88.021,28.146,-8.237,0.430
1365,88.821,28.146,-8.249,0.591
1366,-1.179,28.946,-7.917,0.300
1367,-0.379,28.946,-7.994,0.300
1368,0.421,28.946,-8.193,0.494
1369,1.221,28.946,-8.383,0.723
1370,2.021,28.946,-8.542,0.754
1371,2.821,28.946,-8.687,0.761
1372,3.621,28.946,-8.764,0.769
1373,4.421,28.946,-8.747,0.728
1374,5.221,28.946,-8.827,0.730
1375,6.821,28.946,-8.946,0.515
1376,7.621,28.946,-9.063,0.467
1377,8.421,28.946,-9.090,0.352
1378,9.221,28.946,-9.081,0.300
1379,10.021,28.946,-9.176,0.300
1380,10.821,28.946,-9.208,0.300
1381,26.821,28.946,-9.492,0.308
1382,27.621,28.946,-9.450,0.307
1383,28.421,28.946,-9.376,0.300
1384,29.221,28.946,-9.349,0.300
1385,30.021,28.946,-9.261,0.300
1386,30.821,28.946,-9.216,0.300
1387,31.621,28.946,-9.214,0.300
1388,32.421,28.946,-9.190,0.337
1389,33.221,28.946,-9.156,0.429
1390,34.021,28.946,-9.122,0.569
1391,34.821,28.946,-9.067,0.638
1392,35.621,28.946,-9.015,0.622
1393,36.421,28.946,-8.958,0.427
1394,37.221,28.946,-8.968,0.300
1395,38.021,28.946,-8.851,0.300
1396,42.021,28.946,-8.532,0.570
1397,42.821,28.946,-8.497,0.587
1398,43.621,28.946,-8.491,0.537
1399,44.421,28.946,-8.513,0.506
1400,45.221,28.946,-8.544,0.475
1401,46.021,28.946,-8.568,0.409
1402,46.821,28.946,-8.576,0.304
1403,47.621,28.946,-8.569,0.300
1404,48.421,28.946,-8.555,0.300
1405,49.221,28.946,-8.548,0.300
1406,50.021,28.946,-8.530,0.300
1407,50.821,28.946,-8.482,0.300
1408,51.621,28.946,-8.452,0.300
1409,52.421,28.946,-8.470,0.307
1410,53.221,28.946,-8.508,0.404
1411,54.021,28.946,-8.527,0.489
1412,54.821,28.946,-8.511,0.523
1413,55.621,28.946,-8.473,0.518
1414,56.421,28.946,-8.432,0.510
1415,57.221,28.946,-8.395,0.488
1416,58.021,28.946,-8.364,0.415
1417,58.821,28.946,-8.348,0.342
1418,59.621,28.946,-8.329,0.300
1419,60.421,28.946,-8.310,0.300
1420,61.221,28.946,-8.294,0.300
1421,62.021,28.946,-8.279,0.300
1422,62.821,28.946,-8.267,0.326
1423,63.621,28.946,-8.254,0.422
1424,64.421,28.946,-8.250,0.565
1425,65.221,28.946,-8.253,0.782
1426,66.021,28.946,-8.257,1.060
1427,66.821,28.946,-8.257,1.264
1428,67.621,28.946,-8.252,1.377
1429,68.421,28.946,-8.236,1.448
1430,69.221,28.946,-8.221,1.504
1431,70.021,28.946,-8.234,1.569
1432,70.821,28.946,-8.264,1.597
1433,71.621,28.946,-8.282,1.469
1434,72.421,28.946,-8.281,1.235
1435,73.221,28.946,-8.273,1.034
1436,74.021,28.946,-8.272,0.919
1437,74.821,28.946,-8.279,0.878
1438,75.621,28.946,-8.281,0.863
1439,76.421,28.946,-8.271,0.788
1440,77.221,28.946,-8.258,0.525
1441,86.821,28.946,-8.229,0.477
1442,87.621,28.946,-8.230,0.860
1443,88.421,28.946,-8.237,1.010
