id,px,py,pz,length
1444,89.221,28.946,-8.249,0.873
1445,90.021,28.946,-8.260,0.697
1446,-0.779,29.746,-7.909,0.300
1447,0.021,29.746,-7.931,0.393
1448,0.821,29.746,-7.947,0.620
1449,1.621,29.746,-8.112,0.778
1450,2.421,29.746,-8.437,0.962
1451,3.221,29.746,-8.557,0.933
1452,4.821,29.746,-8.618,0.822
1453,5.621,29.746,-8.689,0.779
1454,6.421,29.746,-8.799,0.732
1455,7.221,29.746,-8.902,0.653
1456,8.021,29.746,-8.925,0.484
1457,8.821,29.746,-8.930,0.313
1458,9.621,29.746,-8.973,0.300
1459,10.421,29.746,-9.059,0.300
1460,11.221,29.746,-9.091,0.300
1461,12.021,29.746,-9.129,0.300
1462,12.821,29.746,-9.177,0.302
1463,13.621,29.746,-9.133,0.300
1464,14.421,29.746,-9.209,0.300
1465,15.221,29.746,-9.283,0.300
1466,31.221,29.746,-9.473,0.300
1467,32.021,29.746,-9.403,0.300
1468,32.821,29.746,-9.344,0.300
1469,33.621,29.746,-9.264,0.300
1470,34.421,29.746,-9.208,0.404
1471,35.221,29.746,-9.190,0.476
1472,36.021,29.746,-9.170,0.454
1473,36.821,29.746,-9.182,0.375
1474,37.621,29.746,-9.167,0.300
1475,41.621,29.746,-8.777,0.423
1476,42.421,29.746,-8.725,0.530
1477,43.221,29.746,-8.699,0.546
1478,44.021,29.746,-8.697,0.538
1479,44.821,29.746,-8.709,0.513
1480,45.621,29.746,-8.722,0.459
1481,46.421,29.746,-8.727,0.367
1482,47.221,29.746,-8.721,0.300
1483,48.021,29.746,-8.708,0.300
1484,48.821,29.746,-8.699,0.300
1485,49.621,29.746,-8.698,0.300
1486,50.421,29.746,-8.685,0.300
1487,51.221,29.746,-8.657,0.300
1488,52.021,29.746,-8.646,0.329
1489,52.821,29.746,-8.658,0.422
1490,53.621,29.746,-8.667,0.505
1491,54.421,29.746,-8.649,0.559
1492,55.221,29.746,-8.611,0.571
1493,56.021,29.746,-8.585,0.578
1494,56.821,29.746,-8.566,0.563
1495,57.621,29.746,-8.522,0.489
1496,58.421,29.746,-8.492,0.409
1497,59.221,29.746,-8.483,0.356
1498,60.021,29.746,-8.385,0.300
1499,60.821,29.746,-8.413,0.300
1500,61.621,29.746,-8.398,0.300
1501,62.421,29.746,-8.376,0.349
1502,63.221,29.746,-8.359,0.453
1503,64.021,29.746,-8.347,0.589
1504,64.821,29.746,-8.342,0.783
1505,65.621,29.746,-8.333,1.001
1506,66.421,29.746,-8.318,1.146
1507,67.221,29.746,-8.297,1.253
1508,68.021,29.746,-8.257,1.310
1509,68.821,29.746,-8.197,1.329
1510,69.621,29.746,-8.186,1.382
1511,70.421,29.746,-8.238,1.427
1512,71.221,29.746,-8.285,1.333
1513,72.021,29.746,-8.298,1.151
1514,72.821,29.746,-8.290,0.986
1515,73.621,29.746,-8.276,0.884
1516,74.421,29.746,-8.270,0.859
1517,75.221,29.746,-8.272,0.888
1518,76.021,29.746,-8.264,0.909
1519,76.821,29.746,-8.255,0.793
1520,77.621,29.746,-8.254,0.432
1521,85.621,29.746,-8.241,0.587
1522,86.421,29.746,-8.229,0.970
1523,87.221,29.746,-8.221,1.266
1524,88.021,29.746,-8.221,1.381
1525,88.821,29.746,-8.227,1.243
1526,89.621,29.746,-8.235,0.947
1527,90.421,29.746,-8.237,0.669
1528,-1.179,30.546,-7.907,0.300
1529,-0.379,30.546,-7.906,0.390
1530,0.421,30.546,-7.880,0.639
1531,1.221,30.546,-7.931,0.762
1532,2.021,30.546,-8.235,0.956
1533,2.821,30.546,-8.447,0.999
1534,3.621,30.546,-8.473,0.885
1535,4.421,30.546,-8.538,0.858
1536,5.221,30.546,-8.644,0.906
1537,6.021,30.546,-8.715,0.903
1538,6.821,30.546,-8.773,0.822
1539,7.621,30.546,-8.805,0.650
1540,8.421,30.546,-8.843,0.449
1541,9.221,30.546,-8.872,0.300
1542,10.021,30.546,-8.902,0.300
1543,10.821,30.546,-8.951,0.300
1544,11.621,30.546,-8.967,0.300
1545,12.421,30.546,-8.965,0.300
1546,13.221,30.546,-8.950,0.300
1547,14.021,30.546,-9.016,0.300
1548,14.821,30.546,-9.103,0.325
1549,15.621,30.546,-9.136,0.315
1550,16.421,30.546,-9.219,0.340
1551,17.221,30.546,-9.274,0.331
1552,18.021,30.546,-9.297,0.300
1553,18.821,30.546,-9.346,0.300
1554,34.821,30.546,-9.528,0.300
1555,35.621,30.546,-9.445,0.300
1556,36.421,30.546,-9.415,0.300
1557,37.221,30.546,-9.396,0.300
1558,41.221,30.546,-9.073,0.312
1559,42.021,30.546,-8.978,0.374
1560,42.821,30.546,-8.931,0.461
1561,43.621,30.546,-8.912,0.515
1562,44.421,30.546,-8.907,0.513
1563,45.221,30.546,-8.908,0.490
1564,46.021,30.546,-8.907,0.452
1565,46.821,30.546,-8.898,0.380
1566,47.621,30.546,-8.886,0.300
1567,48.421,30.546,-8.874,0.300
1568,49.221,30.546,-8.868,0.300
1569,50.021,30.546,-8.863,0.300
1570,50.821,30.546,-8.846,0.300
1571,51.621,30.546,-8.817,0.304
1572,52.421,30.546,-8.802,0.411
1573,53.221,30.546,-8.799,0.504
1574,54.021,30.546,-8.784,0.560
1575,54.821,30.546,-8.738,0.555
1576,55.621,30.546,-8.683,0.512
1577,56.421,30.546,-8.709,0.520
1578,57.221,30.546,-8.685,0.446
1579,58.021,30.546,-8.626,0.317
1580,58.821,30.546,-8.627,0.300
1581,59.621,30.546,-8.610,0.300
1582,60.421,30.546,-8.577,0.300
1583,61.221,30.546,-8.560,0.300
1584,62.021,30.546,-8.526,0.300
1585,62.821,30.546,-8.501,0.356
1586,63.621,30.546,-8.487,0.493
1587,64.421,30.546,-8.473,0.647
1588,65.221,30.546,-8.454,0.805
1589,66.021,30.546,-8.429,0.949
1590,66.821,30.546,-8.397,1.062
1591,67.621,30.546,-8.345,1.123
1592,68.421,30.546,-8.260,1.111
1593,69.221,30.546,-8.199,1.082
1594,70.021,30.546,-8.236,1.085
1595,70.821,30.546,-8.304,1.061
1596,71.621,30.546,-8.335,0.997
1597,72.421,30.546,-8.328,0.911
1598,73.221,30.546,-8.291,0.832
1599,74.021,30.546,-8.243,0.791
1600,74.821,30.546,-8.232,0.821
1601,75.621,30.546,-8.228,0.867
1602,76.421,30.546,-8.216,0.851
1603,77.221,30.546,-8.246,0.692
1604,78.021,30.546,-8.262,0.357
1605,83.621,30.546,-8.271,0.466
1606,84.421,30.546,-8.271,0.762
1607,85.221,30.546,-8.252,1.094
1608,86.021,30.546,-8.226,1.359
1609,86.821,30.546,-8.206,1.492
1610,87.621,30.546,-8.198,1.545
1611,88.421,30.546,-8.197,1.467
1612,89.221,30.546,-8.200,1.205
1613,90.021,30.546,-8.200,0.842
1614,-0.779,31.346,-7.907,0.352
1615,0.021,31.346,-7.905,0.624
1616,0.821,31.346,-7.922,0.788
1617,1.621,31.346,-8.140,0.949
1618,2.421,31.346,-8.317,0.948
1619,3.221,31.346,-8.420,0.882
1620,4.021,31.346,-8.496,0.852
1621,4.821,31.346,-8.578,0.882
1622,5.621,31.346,-8.635,0.929
1623,6.421,31.346,-8.657,0.919
1624,7.221,31.346,-8.668,0.785
1625,8.021,31.346,-8.693,0.555
1626,8.821,31.346,-8.724,0.320
1627,9.621,31.346,-8.765,0.300
1628,10.421,31.346,-8.799,0.300
1629,11.221,31.346,-8.837,0.300
1630,12.021,31.346,-8.850,0.300
1631,12.821,31.346,-8.851,0.300
1632,13.621,31.346,-8.903,0.300
1633,14.421,31.346,-8.928,0.302
1634,15.221,31.346,-8.996,0.343
1635,16.021,31.346,-9.067,0.373
1636,16.821,31.346,-9.152,0.413
1637,17.621,31.346,-9.183,0.398
1638,18.421,31.346,-9.189,0.359
1639,19.221,31.346,-9.245,0.371
1640,20.021,31.346,-9.275,0.360
1641,20.821,31.346,-9.294,0.341
1642,21.621,31.346,-9.328,0.338
1643,22.421,31.346,-9.397,0.367
1644,23.221,31.346,-9.445,0.371
1645,40.821,31.346,-9.470,0.300
1646,41.621,31.346,-9.319,0.300
1647,42.421,31.346,-9.224,0.300
1648,43.221,31.346,-9.178,0.318
1649,44.021,31.346,-9.152,0.384
1650,44.821,31.346,-9.136,0.394
1651,45.621,31.346,-9.121,0.423
1652,46.421,31.346,-9.102,0.465
1653,47.221,31.346,-9.083,0.438
1654,48.021,31.346,-9.065,0.316
1655,48.821,31.346,-9.047,0.300
1656,49.621,31.346,-9.029,0.300
1657,50.421,31.346,-9.010,0.300
1658,51.221,31.346,-8.984,0.300
1659,52.021,31.346,-8.944,0.342
1660,52.821,31.346,-8.921,0.452
1661,53.621,31.346,-8.894,0.525
1662,54.421,31.346,-8.857,0.541
1663,55.221,31.346,-8.837,0.532
1664,56.021,31.346,-8.872,0.534
1665,56.821,31.346,-8.841,0.428
1666,57.621,31.346,-8.824,0.321
1667,58.421,31.346,-8.824,0.300
1668,59.221,31.346,-8.797,0.300
1669,60.021,31.346,-8.809,0.300
1670,60.821,31.346,-8.727,0.300
1671,61.621,31.346,-8.729,0.300
1672,62.421,31.346,-8.684,0.300
1673,63.221,31.346,-8.658,0.303
1674,64.021,31.346,-8.638,0.429
1675,64.821,31.346,-8.610,0.565
1676,65.621,31.346,-8.584,0.711
1677,66.421,31.346,-8.556,0.839
1678,67.221,31.346,-8.511,0.924
1679,68.021,31.346,-8.444,0.929
1680,68.821,31.346,-8.374,0.861
1681,69.621,31.346,-8.362,0.826
1682,70.421,31.346,-8.401,0.832
1683,71.221,31.346,-8.427,0.830
1684,72.021,31.346,-8.420,0.809
1685,72.821,31.346,-8.380,0.776
1686,73.621,31.346,-8.295,0.742
1687,75.221,31.346,-8.243,0.826
1688,76.021,31.346,-8.204,0.815
1689,77.621,31.346,-8.291,0.644
1690,78.421,31.346,-8.301,0.412
1691,79.221,31.346,-8.280,0.300
1692,82.421,31.346,-8.294,0.666
1693,83.221,31.346,-8.300,0.853
1694,84.021,31.346,-8.291,1.107
1695,84.821,31.346,-8.258,1.360
1696,85.621,31.346,-8.218,1.498
1697,86.421,31.346,-8.188,1.552
1698,87.221,31.346,-8.169,1.570
1699,88.021,31.346,-8.160,1.528
1700,88.821,31.346,-8.156,1.329
1701,89.621,31.346,-8.152,1.005
1702,90.421,31.346,-8.150,0.666
1703,-0.379,32.146,-7.907,0.481
1704,0.421,32.146,-7.916,0.737
1705,1.221,32.146,-8.061,0.913
1706,2.021,32.146,-8.199,0.917
1707,2.821,32.146,-8.308,0.843
1708,3.621,32.146,-8.415,0.833
1709,4.421,32.146,-8.507,0.870
1710,5.221,32.146,-8.521,0.869
1711,6.021,32.146,-8.526,0.860
1712,6.821,32.146,-8.545,0.802
1713,7.621,32.146,-8.577,0.661
1714,8.421,32.146,-8.585,0.410
1715,10.021,32.146,-8.663,0.300
1716,10.821,32.146,-8.699,0.300
1717,11.621,32.146,-8.714,0.300
1718,12.421,32.146,-8.730,0.300
1719,13.221,32.146,-8.755,0.302
1720,14.021,32.146,-8.751,0.306
1721,15.621,32.146,-8.827,0.332
1722,16.421,32.146,-8.902,0.357
1723,17.221,32.146,-8.995,0.393
1724,18.021,32.146,-9.077,0.416
1725,18.821,32.146,-9.140,0.422
1726,19.621,32.146,-9.167,0.403
1727,20.421,32.146,-9.162,0.365
1728,21.221,32.146,-9.165,0.342
1729,22.021,32.146,-9.227,0.378
1730,22.821,32.146,-9.266,0.391
1731,23.621,32.146,-9.294,0.392
1732,24.421,32.146,-9.337,0.404
1733,25.221,32.146,-9.345,0.376
1734,26.021,32.146,-9.402,0.377
1735,26.821,32.146,-9.448,0.346
1736,44.421,32.146,-9.429,0.300
1737,45.221,32.146,-9.394,0.300
1738,46.021,32.146,-9.358,0.323
1739,46.821,32.146,-9.323,0.388
1740,47.621,32.146,-9.294,0.322
1741,48.421,32.146,-9.266,0.300
1742,49.221,32.146,-9.230,0.300
1743,50.021,32.146,-9.182,0.300
1744,50.821,32.146,-9.142,0.300
1745,51.621,32.146,-9.084,0.300
1746,52.421,32.146,-9.048,0.306
1747,53.221,32.146,-9.029,0.416
1748,54.021,32.146,-8.935,0.415
1749,54.821,32.146,-8.955,0.478
1750,55.621,32.146,-9.015,0.522
1751,56.421,32.146,-9.007,0.451
1752,57.221,32.146,-9.017,0.375
1753,58.021,32.146,-9.026,0.300
1754,58.821,32.146,-9.029,0.300
1755,59.621,32.146,-9.029,0.300
1756,60.421,32.146,-8.979,0.300
1757,61.221,32.146,-8.912,0.300
1758,62.021,32.146,-8.899,0.300
1759,62.821,32.146,-8.865,0.300
1760,63.621,32.146,-8.832,0.300
1761,64.421,32.146,-8.796,0.372
1762,65.221,32.146,-8.762,0.485
1763,66.021,32.146,-8.740,0.612
1764,66.821,32.146,-8.709,0.719
1765,67.621,32.146,-8.663,0.779
1766,68.421,32.146,-8.613,0.770
1767,69.221,32.146,-8.580,0.744
1768,70.021,32.146,-8.578,0.738
1769,70.821,32.146,-8.579,0.734
1770,71.621,32.146,-8.563,0.715
1771,72.421,32.146,-8.531,0.701
1772,73.221,32.146,-8.479,0.722
1773,74.021,32.146,-8.418,0.791
1774,74.821,32.146,-8.395,0.866
1775,75.621,32.146,-8.381,0.895
1776,76.421,32.146,-8.364,0.869
1777,77.221,32.146,-8.386,0.812
1778,78.021,32.146,-8.391,0.699
1779,78.821,32.146,-8.389,0.606
1780,79.621,32.146,-8.384,0.580
1781,80.421,32.146,-8.360,0.642
1782,81.221,32.146,-8.337,0.774
1783,82.021,32.146,-8.337,0.848
1784,82.821,32.146,-8.339,0.876
1785,83.621,32.146,-8.317,0.987
1786,84.421,32.146,-8.266,1.196
1787,86.021,32.146,-8.180,1.440
1788,86.821,32.146,-8.156,1.448
1789,87.621,32.146,-8.134,1.436
1790,88.421,32.146,-8.118,1.330
1791,89.221,32.146,-8.105,1.078
1792,90.021,32.146,-8.098,0.761
1793,-0.779,32.946,-7.907,0.360
1794,0.021,32.946,-7.907,0.559
1795,0.821,32.946,-7.941,0.777
1796,1.621,32.946,-7.985,0.789
1797,2.421,32.946,-8.168,0.817
1798,3.221,32.946,-8.244,0.762
1799,4.021,32.946,-8.317,0.787
1800,4.821,32.946,-8.397,0.855
1801,5.621,32.946,-8.409,0.835
1802,6.421,32.946,-8.429,0.780
1803,7.221,32.946,-8.479,0.690
1804,8.021,32.946,-8.509,0.523
1805,8.821,32.946,-8.521,0.309
1806,9.621,32.946,-8.540,0.300
1807,10.421,32.946,-8.555,0.300
1808,11.221,32.946,-8.553,0.300
1809,12.021,32.946,-8.556,0.300
1810,12.821,32.946,-8.581,0.328
1811,13.621,32.946,-8.607,0.384
1812,14.421,32.946,-8.613,0.397
1813,15.221,32.946,-8.631,0.395
1814,16.021,32.946,-8.631,0.350
1815,17.621,32.946,-8.740,0.315
1816,18.421,32.946,-8.850,0.342
1817,19.221,32.946,-8.964,0.380
1818,20.021,32.946,-9.025,0.383
1819,20.821,32.946,-9.059,0.374
1820,21.621,32.946,-9.094,0.372
1821,22.421,32.946,-9.143,0.391
1822,23.221,32.946,-9.166,0.387
1823,24.021,32.946,-9.180,0.376
1824,24.821,32.946,-9.193,0.369
1825,25.621,32.946,-9.220,0.376
1826,26.421,32.946,-9.244,0.369
1827,27.221,32.946,-9.271,0.348
1828,28.021,32.946,-9.317,0.333
1829,28.821,32.946,-9.369,0.320
1830,29.621,32.946,-9.461,0.350
1831,30.421,32.946,-9.483,0.310
1832,31.221,32.946,-9.526,0.300
1833,48.821,32.946,-9.516,0.300
1834,49.621,32.946,-9.491,0.300
1835,50.421,32.946,-9.453,0.300
1836,51.221,32.946,-9.392,0.300
1837,52.021,32.946,-9.210,0.300
1838,52.821,32.946,-9.265,0.300
1839,53.621,32.946,-9.178,0.300
1840,54.421,32.946,-9.070,0.300
1841,55.221,32.946,-9.158,0.361
1842,56.021,32.946,-9.166,0.352
1843,56.821,32.946,-9.152,0.300
1844,57.621,32.946,-9.162,0.300
1845,58.421,32.946,-9.162,0.300
1846,59.221,32.946,-9.166,0.300
1847,60.021,32.946,-9.165,0.300
1848,60.821,32.946,-9.122,0.300
1849,61.621,32.946,-9.067,0.300
1850,62.421,32.946,-9.063,0.300
1851,63.221,32.946,-9.042,0.300
1852,64.021,32.946,-9.019,0.300
1853,64.821,32.946,-8.975,0.362
1854,65.621,32.946,-8.947,0.447
1855,66.421,32.946,-8.922,0.540
1856,67.221,32.946,-8.882,0.614
1857,68.021,32.946,-8.837,0.648
1858,68.821,32.946,-8.800,0.654
1859,69.621,32.946,-8.777,0.658
1860,70.421,32.946,-8.756,0.657
1861,71.221,32.946,-8.728,0.638
1862,72.021,32.946,-8.693,0.611
1863,72.821,32.946,-8.649,0.625
1864,73.621,32.946,-8.586,0.707
1865,74.421,32.946,-8.515,0.777
1866,75.221,32.946,-8.500,0.834
1867,76.021,32.946,-8.505,0.848
1868,76.821,32.946,-8.518,0.834
1869,77.621,32.946,-8.521,0.796
1870,78.421,32.946,-8.509,0.766
1871,79.221,32.946,-8.513,0.803
1872,80.021,32.946,-8.495,0.867
1873,80.821,32.946,-8.448,0.890
1874,81.621,32.946,-8.426,0.885
1875,82.421,32.946,-8.422,0.831
1876,83.221,32.946,-8.393,0.800
1877,84.021,32.946,-8.330,0.903
1878,84.821,32.946,-8.261,1.085
1879,85.621,32.946,-8.219,1.210
1880,86.421,32.946,-8.195,1.235
1881,87.221,32.946,-8.165,1.236
1882,88.021,32.946,-8.133,1.195
1883,88.821,32.946,-8.103,1.038
1884,89.621,32.946,-8.077,0.780
1885,-0.379,33.746,-7.907,0.386
1886,0.421,33.746,-7.910,0.575
1887,1.221,33.746,-7.968,0.759
1888,2.021,33.746,-8.056,0.797
1889,2.821,33.746,-8.113,0.728
1890,3.621,33.746,-8.079,0.628
1891,4.421,33.746,-8.159,0.706
1892,5.221,33.746,-8.261,0.791
1893,6.021,33.746,-8.272,0.720
1894,6.821,33.746,-8.323,0.635
1895,7.621,33.746,-8.373,0.514
1896,8.421,33.746,-8.394,0.352
1897,9.221,33.746,-8.382,0.300
1898,10.021,33.746,-8.359,0.300
1899,10.821,33.746,-8.368,0.300
1900,11.621,33.746,-8.378,0.300
1901,12.421,33.746,-8.375,0.334
1902,13.221,33.746,-8.400,0.416
1903,14.021,33.746,-8.425,0.479
1904,14.821,33.746,-8.441,0.504
1905,15.621,33.746,-8.423,0.461
1906,16.421,33.746,-8.342,0.324
1907,17.221,33.746,-8.388,0.300
1908,18.821,33.746,-8.566,0.300
1909,19.621,33.746,-8.695,0.310
1910,20.421,33.746,-8.790,0.328
1911,21.221,33.746,-8.872,0.347
1912,22.021,33.746,-8.908,0.334
1913,22.821,33.746,-8.979,0.361
1914,23.621,33.746,-9.019,0.360
1915,24.421,33.746,-9.057,0.363
1916,25.221,33.746,-9.076,0.356
1917,26.021,33.746,-9.114,0.376
1918,26.821,33.746,-9.150,0.392
1919,27.621,33.746,-9.159,0.377
1920,28.421,33.746,-9.181,0.373
1921,29.221,33.746,-9.190,0.354
1922,30.021,33.746,-9.212,0.346
1923,30.821,33.746,-9.230,0.328
1924,31.621,33.746,-9.274,0.331
1925,32.421,33.746,-9.335,0.346
1926,33.221,33.746,-9.389,0.351
1927,34.021,33.746,-9.483,0.393
1928,34.821,33.746,-9.542,0.384
1929,53.221,33.746,-9.668,0.300
1930,54.021,33.746,-9.605,0.300
1931,54.821,33.746,-9.541,0.300
1932,55.621,33.746,-9.474,0.300
1933,56.421,33.746,-9.408,0.300
1934,57.221,33.746,-9.302,0.300
1935,58.021,33.746,-9.346,0.300
1936,58.821,33.746,-9.313,0.300
1937,59.621,33.746,-9.324,0.300
1938,60.421,33.746,-9.338,0.300
1939,61.221,33.746,-9.268,0.300
1940,62.021,33.746,-9.238,0.300
1941,62.821,33.746,-9.257,0.300
1942,63.621,33.746,-9.238,0.300
1943,64.421,33.746,-9.196,0.300
1944,65.221,33.746,-9.158,0.344
1945,66.021,33.746,-9.131,0.386
1946,66.821,33.746,-9.096,0.423
1947,67.621,33.746,-9.050,0.461
1948,68.421,33.746,-9.005,0.491
1949,69.221,33.746,-8.970,0.519
1950,70.021,33.746,-8.944,0.545
1951,70.821,33.746,-8.910,0.546
1952,71.621,33.746,-8.870,0.529
1953,72.421,33.746,-8.837,0.546
1954,73.221,33.746,-8.785,0.606
1955,74.021,33.746,-8.698,0.669
1956,74.821,33.746,-8.660,0.727
1957,75.621,33.746,-8.671,0.750
1958,76.421,33.746,-8.668,0.714
1959,77.221,33.746,-8.690,0.723
1960,78.021,33.746,-8.715,0.766
1961,78.821,33.746,-8.705,0.808
1962,79.621,33.746,-8.690,0.871
1963,80.421,33.746,-8.651,0.897
1964,81.221,33.746,-8.615,0.899
1965,82.021,33.746,-8.600,0.870
1966,82.821,33.746,-8.571,0.831
1967,83.621,33.746,-8.500,0.821
1968,84.421,33.746,-8.412,0.887
1969,85.221,33.746,-8.349,0.972
1970,86.021,33.746,-8.319,1.018
1971,86.821,33.746,-8.290,1.024
1972,87.621,33.746,-8.249,1.010
1973,88.421,33.746,-8.202,0.931
1974,89.221,33.746,-8.151,0.756
1975,-0.779,34.546,-7.907,0.308
1976,0.021,34.546,-7.907,0.385
1977,0.821,34.546,-7.911,0.524
1978,1.621,34.546,-7.970,0.669
1979,2.421,34.546,-8.032,0.691
1980,3.221,34.546,-8.055,0.630
1981,4.021,34.546,-8.075,0.600
1982,4.821,34.546,-8.147,0.645
1983,5.621,34.546,-8.178,0.619
1984,6.421,34.546,-8.199,0.536
1985,7.221,34.546,-8.240,0.438
1986,8.021,34.546,-8.272,0.333
1987,8.821,34.546,-8.260,0.300
1988,10.421,34.546,-8.166,0.300
1989,11.221,34.546,-8.203,0.300
1990,12.021,34.546,-8.215,0.367
1991,12.821,34.546,-8.216,0.455
1992,13.621,34.546,-8.227,0.540
1993,15.221,34.546,-8.204,0.570
1994,16.021,34.546,-8.168,0.506
1995,17.621,34.546,-8.289,0.474
1996,18.421,34.546,-8.362,0.445
1997,19.221,34.546,-8.463,0.442
1998,20.021,34.546,-8.502,0.382
1999,20.821,34.546,-8.506,0.300
2000,22.421,34.546,-8.568,0.300
2001,24.021,34.546,-8.658,0.300
2002,25.621,34.546,-8.819,0.300
2003,26.421,34.546,-8.904,0.309
2004,27.221,34.546,-8.966,0.344
2005,28.021,34.546,-8.985,0.334
2006,28.821,34.546,-8.990,0.308
2007,29.621,34.546,-9.007,0.300
2008,30.421,34.546,-9.042,0.300
2009,31.221,34.546,-9.093,0.319
2010,32.021,34.546,-9.154,0.359
2011,32.821,34.546,-9.208,0.390
2012,33.621,34.546,-9.255,0.422
2013,34.421,34.546,-9.315,0.448
2014,35.221,34.546,-9.361,0.455
2015,36.021,34.546,-9.418,0.446
2016,36.821,34.546,-9.439,0.369
2017,37.621,34.546,-9.480,0.300
2018,38.421,34.546,-9.525,0.300
2019,39.221,34.546,-9.559,0.300
2020,57.621,34.546,-9.672,0.300
2021,58.421,34.546,-9.637,0.300
2022,59.221,34.546,-9.630,0.300
2023,60.021,34.546,-9.629,0.300
2024,60.821,34.546,-9.548,0.300
2025,61.621,34.546,-9.484,0.300
2026,64.821,34.546,-9.359,0.300
2027,65.621,34.546,-9.332,0.300
2028,66.421,34.546,-9.291,0.300
2029,67.221,34.546,-9.254,0.300
2030,68.021,34.546,-9.213,0.300
2031,68.821,34.546,-9.164,0.311
2032,69.621,34.546,-9.129,0.355
2033,70.421,34.546,-9.106,0.396
2034,71.221,34.546,-9.069,0.414
2035,72.021,34.546,-9.026,0.434
2036,72.821,34.546,-8.985,0.477
2037,73.621,34.546,-8.932,0.536
2038,74.421,34.546,-8.884,0.586
2039,75.221,34.546,-8.864,0.602
2040,76.021,34.546,-8.824,0.550
2041,76.821,34.546,-8.815,0.528
2042,77.621,34.546,-8.887,0.613
2043,78.421,34.546,-8.924,0.696
2044,79.221,34.546,-8.908,0.744
2045,80.021,34.546,-8.878,0.771
2046,80.821,34.546,-8.850,0.785
2047,81.621,34.546,-8.831,0.811
2048,82.421,34.546,-8.807,0.827
2049,83.221,34.546,-8.748,0.825
2050,84.021,34.546,-8.655,0.813
2051,84.821,34.546,-8.571,0.810
2052,85.621,34.546,-8.523,0.827
2053,86.421,34.546,-8.492,0.837
2054,87.221,34.546,-8.455,0.834
2055,88.021,34.546,-8.407,0.801
2056,88.821,34.546,-8.349,0.705
2057,90.421,34.546,-8.243,0.306
2058,-0.379,35.346,-7.907,0.300
2059,0.421,35.346,-7.907,0.333
2060,1.221,35.346,-7.925,0.450
2061,2.021,35.346,-7.987,0.564
2062,2.821,35.346,-8.031,0.587
2063,3.621,35.346,-8.064,0.558
2064,4.421,35.346,-8.100,0.525
2065,5.221,35.346,-8.130,0.479
2066,6.021,35.346,-8.143,0.402
2067,6.821,35.346,-8.153,0.321
2068,7.621,35.346,-8.172,0.300
2069,8.421,35.346,-8.181,0.300
2070,9.221,35.346,-8.158,0.300
2071,10.021,35.346,-8.114,0.300
2072,10.821,35.346,-8.098,0.300
2073,11.621,35.346,-8.097,0.396
2074,12.421,35.346,-8.086,0.499
2075,13.221,35.346,-8.081,0.601
2076,14.021,35.346,-8.069,0.673
2077,14.821,35.346,-8.057,0.699
2078,15.621,35.346,-8.067,0.695
2079,16.421,35.346,-8.101,0.678
2080,17.221,35.346,-8.196,0.717
2081,18.021,35.346,-8.260,0.729
2082,18.821,35.346,-8.292,0.685
2083,19.621,35.346,-8.325,0.624
2084,20.421,35.346,-8.359,0.557
2085,21.221,35.346,-8.374,0.478
2086,22.021,35.346,-8.392,0.410
2087,22.821,35.346,-8.408,0.338
2088,24.421,35.346,-8.523,0.300
2089,25.221,35.346,-8.579,0.300
2090,26.021,35.346,-8.649,0.300
2091,26.821,35.346,-8.712,0.300
2092,27.621,35.346,-8.755,0.300
2093,28.421,35.346,-8.783,0.300
2094,29.221,35.346,-8.818,0.300
2095,30.021,35.346,-8.851,0.300
2096,30.821,35.346,-8.928,0.300
2097,31.621,35.346,-9.012,0.302
2098,32.421,35.346,-9.076,0.345
2099,33.221,35.346,-9.114,0.384
2100,34.021,35.346,-9.136,0.401
2101,34.821,35.346,-9.204,0.470
2102,35.621,35.346,-9.197,0.447
2103,36.421,35.346,-9.199,0.397
2104,37.221,35.346,-9.271,0.413
2105,38.021,35.346,-9.279,0.344
2106,38.821,35.346,-9.322,0.300
2107,39.621,35.346,-9.352,0.300
2108,40.421,35.346,-9.366,0.300
2109,43.621,35.346,-9.514,0.300
2110,44.421,35.346,-9.547,0.300
2111,65.221,35.346,-9.619,0.300
2112,66.021,35.346,-9.570,0.300
2113,66.821,35.346,-9.517,0.300
2114,67.621,35.346,-9.475,0.300
2115,68.421,35.346,-9.427,0.300
2116,69.221,35.346,-9.376,0.300
2117,70.021,35.346,-9.346,0.300
2118,70.821,35.346,-9.311,0.300
2119,71.621,35.346,-9.265,0.303
2120,72.421,35.346,-9.208,0.313
2121,73.221,35.346,-9.153,0.340
2122,74.021,35.346,-9.110,0.378
2123,74.821,35.346,-9.067,0.394
2124,75.621,35.346,-8.983,0.332
2125,76.421,35.346,-8.936,0.300
2126,77.221,35.346,-8.995,0.357
2127,78.021,35.346,-9.066,0.455
2128,78.821,35.346,-9.068,0.496
2129,79.621,35.346,-9.048,0.516
2130,80.421,35.346,-9.030,0.533
2131,81.221,35.346,-9.019,0.565
2132,82.021,35.346,-9.005,0.608
2133,82.821,35.346,-8.976,0.651
2134,83.621,35.346,-8.915,0.668
2135,84.421,35.346,-8.833,0.663
2136,85.221,35.346,-8.772,0.666
2137,86.821,35.346,-8.703,0.662
2138,87.621,35.346,-8.662,0.637
2139,88.421,35.346,-8.612,0.593
2140,89.221,35.346,-8.554,0.514
2141,90.021,35.346,-8.496,0.349
2142,0.821,36.146,-7.908,0.300
