ID,px,py,USED
1,-2.712333333333333,52.146,0
2,-1.9123333333333332,52.146,0
3,-1.1123333333333332,52.146,0
4,-0.31233333333333313,52.146,0
5,0.4876666666666667,52.146,0
6,1.2876666666666665,52.146,0
7,2.0876666666666663,52.146,0
8,2.887666666666667,52.146,0
9,3.6876666666666678,52.146,0
10,4.487666666666667,52.146,0
11,5.2876666666666665,52.146,0
12,6.087666666666667,52.146,0
13,6.887666666666666,52.146,0
14,7.687666666666667,52.146,0
15,8.487666666666668,52.146,0
16,9.287666666666667,52.146,0
17,10.087666666666667,52.146,0
18,10.887666666666666,52.146,0
19,11.687666666666667,52.146,0
20,12.487666666666668,52.146,0
21,13.287666666666667,52.146,0
22,14.087666666666667,52.146,0
23,14.887666666666668,52.146,0
24,15.687666666666665,52.146,0
25,16.487666666666666,52.146,0
26,17.287666666666667,52.146,0
27,18.087666666666667,52.146,0
28,18.887666666666668,52.146,0
29,19.687666666666665,52.146,0
30,20.487666666666666,52.146,0
31,21.287666666666667,52.146,0
32,22.087666666666667,52.146,0
33,22.887666666666664,52.146,0
34,23.687666666666665,52.146,0
35,24.487666666666666,52.146,0
36,25.287666666666667,52.146,0
37,26.087666666666667,52.146,0
38,26.887666666666668,52.146,0
39,27.687666666666665,52.146,1
40,28.487666666666666,52.146,1
41,29.28766666666667,52.146,1
42,30.087666666666667,52.146,1
43,30.887666666666664,52.146,1
44,31.68766666666667,52.146,1
45,32.48766666666667,52.146,1
46,33.28766666666667,52.146,1
47,34.087666666666664,52.146,1
48,34.88766666666666,52.146,1
49,35.68766666666667,52.146,1
50,36.48766666666667,52.146,1
51,37.28766666666667,52.146,1
52,38.087666666666664,52.146,1
53,38.88766666666666,52.146,1
54,39.68766666666667,52.146,1
55,40.48766666666667,52.146,1
56,41.28766666666667,52.146,1
57,42.087666666666664,52.146,1
58,42.88766666666666,52.146,1
59,43.68766666666667,52.146,1
60,44.48766666666667,52.146,1
61,45.28766666666667,52.146,1
62,46.087666666666664,52.146,1
63,46.88766666666666,52.146,1
64,47.68766666666667,52.146,1
65,48.48766666666667,52.146,1
66,49.28766666666667,52.146,1
67,50.087666666666664,52.146,1
68,50.88766666666666,52.146,0
69,51.68766666666667,52.146,1
70,52.48766666666667,52.146,1
71,53.28766666666667,52.146,1
72,54.087666666666664,52.146,1
73,54.88766666666666,52.146,1
74,55.68766666666667,52.146,1
75,56.48766666666667,52.146,1
76,57.28766666666667,52.146,0
77,58.087666666666664,52.146,0
78,58.88766666666666,52.146,0
79,59.68766666666667,52.146,0
80,60.48766666666667,52.146,0
81,61.28766666666667,52.146,0
82,62.087666666666664,52.146,0
83,62.887666666666675,52.146,0
84,63.68766666666667,52.146,0
85,64.48766666666667,52.146,0
86,65.28766666666667,52.146,0
87,66.08766666666666,52.146,0
88,66.88766666666668,52.146,0
89,67.68766666666667,52.146,0
90,68.48766666666667,52.146,0
91,69.28766666666667,52.146,0
92,70.08766666666666,52.146,0
93,70.88766666666668,52.146,0
94,71.68766666666667,52.146,0
95,72.48766666666667,52.146,0
96,73.28766666666667,52.146,0
97,74.08766666666666,52.146,0
98,74.88766666666668,52.146,0
99,75.68766666666667,52.146,0
100,76.48766666666667,52.146,0
101,77.28766666666667,52.146,0
102,78.08766666666666,52.146,0
103,78.88766666666668,52.146,0
104,79.68766666666667,52.146,0
105,80.48766666666667,52.146,0
106,81.28766666666667,52.146,0
107,82.08766666666666,52.146,0
108,82.88766666666668,52.146,0
109,83.68766666666667,52.146,0
110,84.48766666666667,52.146,0
111,85.28766666666667,52.146,0
112,86.08766666666666,52.146,0
113,86.88766666666668,52.146,0
114,87.68766666666667,52.146,0
115,88.48766666666667,52.146,0
116,89.28766666666667,52.146,0
117,90.08766666666666,52.146,0
118,90.88766666666668,52.146,0
119,91.68766666666667,52.146,0
120,92.48766666666667,52.146,0
121,-2.392333333333333,51.346,0
122,-1.5923333333333332,51.346,0
123,-0.7923333333333333,51.346,0
124,0.0076666666666667105,51.346,0
125,0.8076666666666665,51.346,0
126,1.6076666666666668,51.346,0
127,2.4076666666666666,51.346,0
128,3.2076666666666664,51.346,0
129,4.007666666666667,51.346,0
130,4.807666666666667,51.346,0
131,5.607666666666667,51.346,0
132,6.4076666666666675,51.346,0
133,7.207666666666666,51.346,0
134,8.007666666666667,51.346,0
135,8.807666666666666,51.346,0
136,9.607666666666667,51.346,0
137,10.407666666666668,51.346,0
138,11.207666666666666,51.346,0
139,12.007666666666667,51.346,0
140,12.807666666666666,51.346,0
141,13.607666666666667,51.346,0
142,14.407666666666668,51.346,0
143,15.207666666666668,51.346,0
144,16.007666666666665,51.346,0
145,16.807666666666666,51.346,0
146,17.607666666666667,51.346,0
147,18.407666666666668,51.346,0
148,19.207666666666668,51.346,0
149,20.007666666666665,51.346,0
150,20.807666666666666,51.346,0
151,21.607666666666667,51.346,0
152,22.407666666666668,51.346,0
153,23.207666666666668,51.346,0
154,24.00766666666667,51.346,0
155,24.807666666666666,51.346,1
156,25.607666666666667,51.346,1
157,26.407666666666668,51.346,1
158,27.207666666666668,51.346,1
159,28.007666666666665,51.346,1
160,28.807666666666666,51.346,1
161,29.607666666666663,51.346,1
162,30.407666666666668,51.346,1
163,31.207666666666665,51.346,1
164,32.007666666666665,51.346,1
165,32.80766666666666,51.346,1
166,33.60766666666666,51.346,1
167,34.40766666666667,51.346,1
168,35.20766666666667,51.346,1
169,36.007666666666665,51.346,1
170,36.80766666666666,51.346,1
171,37.60766666666666,51.346,1
172,38.40766666666667,51.346,1
173,39.20766666666667,51.346,1
174,40.007666666666665,51.346,1
175,40.80766666666666,51.346,1
176,41.60766666666666,51.346,1
177,42.40766666666667,51.346,1
178,43.20766666666667,51.346,1
179,44.007666666666665,51.346,1
180,44.80766666666666,51.346,1
181,45.60766666666666,51.346,1
182,46.40766666666667,51.346,1
183,47.20766666666667,51.346,1
184,48.007666666666665,51.346,1
185,48.80766666666666,51.346,0
186,49.60766666666666,51.346,0
187,50.40766666666667,51.346,0
188,51.20766666666667,51.346,1
189,52.007666666666665,51.346,1
190,52.80766666666666,51.346,1
191,53.60766666666666,51.346,1
192,54.40766666666667,51.346,1
193,55.20766666666667,51.346,1
194,56.007666666666665,51.346,1
195,56.80766666666666,51.346,1
196,57.60766666666666,51.346,1
197,58.40766666666667,51.346,1
198,59.20766666666667,51.346,1
199,60.007666666666665,51.346,1
200,60.80766666666666,51.346,1
201,61.607666666666674,51.346,1
202,62.40766666666667,51.346,1
203,63.20766666666667,51.346,1
204,64.00766666666667,51.346,1
205,64.80766666666668,51.346,1
206,65.60766666666667,51.346,1
207,66.40766666666667,51.346,0
208,67.20766666666667,51.346,0
209,68.00766666666667,51.346,0
210,68.80766666666668,51.346,0
211,69.60766666666667,51.346,0
212,70.40766666666667,51.346,0
213,71.20766666666667,51.346,0
214,72.00766666666667,51.346,0
215,72.80766666666668,51.346,0
216,73.60766666666667,51.346,0
217,74.40766666666667,51.346,0
218,75.20766666666667,51.346,0
219,76.00766666666667,51.346,0
220,76.80766666666668,51.346,0
221,77.60766666666667,51.346,0
222,78.40766666666667,51.346,0
223,79.20766666666667,51.346,0
224,80.00766666666667,51.346,0
225,80.80766666666668,51.346,0
226,81.60766666666667,51.346,0
227,82.40766666666667,51.346,0
228,83.20766666666667,51.346,0
229,84.00766666666667,51.346,0
230,84.80766666666668,51.346,0
231,85.60766666666667,51.346,0
232,86.40766666666667,51.346,0
233,87.20766666666667,51.346,0
234,88.00766666666667,51.346,0
235,88.80766666666668,51.346,0
236,89.60766666666667,51.346,0
237,90.40766666666667,51.346,0
238,91.20766666666667,51.346,0
239,92.00766666666667,51.346,0
240,92.80766666666668,51.346,0
241,-2.712333333333333,50.546,0
242,-1.9123333333333332,50.546,0
243,-1.1123333333333332,50.546,0
244,-0.31233333333333313,50.546,0
245,0.4876666666666667,50.546,0
246,1.2876666666666665,50.546,0
247,2.0876666666666663,50.546,0
248,2.887666666666667,50.546,0
249,3.6876666666666678,50.546,0
250,4.487666666666667,50.546,0
251,5.2876666666666665,50.546,0
252,6.087666666666667,50.546,0
253,6.887666666666666,50.546,0
254,7.687666666666667,50.546,0
255,8.487666666666668,50.546,0
256,9.287666666666667,50.546,0
257,10.087666666666667,50.546,0
258,10.887666666666666,50.546,0
259,11.687666666666667,50.546,0
260,12.487666666666668,50.546,0
261,13.287666666666667,50.546,0
262,14.087666666666667,50.546,0
263,14.887666666666668,50.546,0
264,15.687666666666665,50.546,0
265,16.487666666666666,50.546,0
266,17.287666666666667,50.546,0
267,18.087666666666667,50.546,0
268,18.887666666666668,50.546,0
269,19.687666666666665,50.546,0
270,20.487666666666666,50.546,0
271,21.287666666666667,50.546,1
272,22.087666666666667,50.546,1
273,22.887666666666664,50.546,1
274,23.687666666666665,50.546,1
275,24.487666666666666,50.546,1
276,25.287666666666667,50.546,1
277,26.087666666666667,50.546,1
278,26.887666666666668,50.546,1
279,27.687666666666665,50.546,1
280,28.487666666666666,50.546,1
281,29.28766666666667,50.546,1
282,30.087666666666667,50.546,1
283,30.887666666666664,50.546,1
284,31.68766666666667,50.546,1
285,32.48766666666667,50.546,1
286,33.28766666666667,50.546,1
287,34.087666666666664,50.546,1
288,34.88766666666666,50.546,1
289,35.68766666666667,50.546,1
290,36.48766666666667,50.546,1
291,37.28766666666667,50.546,1
292,38.087666666666664,50.546,1
293,38.88766666666666,50.546,1
294,39.68766666666667,50.546,1
295,40.48766666666667,50.546,1
296,41.28766666666667,50.546,1
297,42.087666666666664,50.546,1
298,42.88766666666666,50.546,1
299,43.68766666666667,50.546,0
300,44.48766666666667,50.546,1
301,45.28766666666667,50.546,1
302,46.087666666666664,50.546,1
303,46.88766666666666,50.546,0
304,47.68766666666667,50.546,1
305,48.48766666666667,50.546,1
306,49.28766666666667,50.546,1
307,50.087666666666664,50.546,1
308,50.88766666666666,50.546,1
309,51.68766666666667,50.546,1
310,52.48766666666667,50.546,1
311,53.28766666666667,50.546,1
312,54.087666666666664,50.546,0
313,54.88766666666666,50.546,1
314,55.68766666666667,50.546,1
